gufi,timestamp,airport,minutes_until_pushback,round_dep_stand_est,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,aircraft_engine_class,aircraft_type,major_carrier,flight_type,est_push_min,difference
AAL1067.DEN.DFW.211027.1210.0088.TFM,10/28/2021 12:00,KDEN,2,10/28/2021 12:09,38,4,7,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,10,8
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 11:00,KDEN,67,10/30/2021 12:07,45,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,68,1
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 11:00,KDEN,67,10/30/2021 12:09,45,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,70,3
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 11:15,KDEN,52,10/30/2021 12:09,45,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,55,3
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 11:30,KDEN,37,10/30/2021 12:16,48,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,47,10
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 11:45,KDEN,22,10/30/2021 12:16,48,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,32,10
AAL1067.DEN.DFW.211029.1809.0003.TFM_TFDM,10/30/2021 12:00,KDEN,7,10/30/2021 12:16,48,23,9,0,8,7,CL,N,FALSE,JET,A321,AAL,NA,17,10
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 10:45,KDEN,247,11/2/2021 11:50,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,66,-181
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 10:45,KDEN,247,11/2/2021 11:53,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,68,-179
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 10:45,KDEN,247,11/2/2021 11:56,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,71,-176
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 10:45,KDEN,247,11/2/2021 11:56,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,71,-176
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 10:45,KDEN,247,11/2/2021 11:58,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,73,-174
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 11:00,KDEN,232,11/2/2021 11:45,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,46,-186
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 11:00,KDEN,232,11/2/2021 11:46,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,46,-186
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 11:15,KDEN,217,11/2/2021 11:46,32,11,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,31,-186
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 11:30,KDEN,202,11/2/2021 11:46,34,8,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,16,-186
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 11:45,KDEN,187,11/2/2021 11:46,34,8,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,1,-186
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 12:00,KDEN,172,11/2/2021 13:44,33,14,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,104,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 12:15,KDEN,157,11/2/2021 13:44,33,14,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,89,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 12:30,KDEN,142,11/2/2021 13:44,33,3,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,74,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 12:45,KDEN,127,11/2/2021 13:44,33,3,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,59,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 13:00,KDEN,112,11/2/2021 13:44,33,3,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,44,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 13:15,KDEN,97,11/2/2021 13:44,33,3,4,0,7,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 13:30,KDEN,82,11/2/2021 13:44,33,22,1,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,14,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 13:45,KDEN,67,11/2/2021 13:44,33,22,1,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-1,-68
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:00,KDEN,52,11/2/2021 14:42,35,22,2,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,43,-9
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:00,KDEN,52,11/2/2021 13:54,33,22,1,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-5,-57
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:00,KDEN,52,11/2/2021 14:44,35,22,2,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,45,-7
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:00,KDEN,52,11/2/2021 14:40,35,22,2,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,41,-11
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:00,KDEN,52,11/2/2021 13:50,33,22,1,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-9,-61
AAL1067.DEN.DFW.211101.1200.0236.TFM,11/2/2021 14:15,KDEN,37,11/2/2021 13:50,33,22,1,0,6,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-24,-61
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 10:45,KDEN,69,11/3/2021 12:02,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,78,9
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 10:45,KDEN,69,11/3/2021 12:06,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,81,12
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 11:00,KDEN,54,11/3/2021 12:06,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,66,12
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 11:15,KDEN,39,11/3/2021 12:06,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,51,12
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 11:30,KDEN,24,11/3/2021 11:56,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,27,3
AAL1067.DEN.DFW.211102.1200.0199.TFM,11/3/2021 11:45,KDEN,9,11/3/2021 11:56,38,24,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,12,3
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 10:45,KDEN,70,11/4/2021 12:04,37,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,79,9
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 10:45,KDEN,70,11/4/2021 12:04,37,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,10
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 10:45,KDEN,70,11/4/2021 12:07,37,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,82,12
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 11:00,KDEN,55,11/4/2021 12:07,37,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,67,12
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 11:15,KDEN,40,11/4/2021 12:07,37,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,52,12
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 11:30,KDEN,25,11/4/2021 11:58,38,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,4
AAL1067.DEN.DFW.211103.1200.0127.TFM,11/4/2021 11:45,KDEN,10,11/4/2021 11:58,38,22,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,14,4
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 10:45,KDEN,69,11/5/2021 12:00,50,22,10,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,7
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 10:45,KDEN,69,11/5/2021 12:02,50,22,10,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,78,9
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 11:00,KDEN,54,11/5/2021 12:02,50,22,10,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,63,9
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 11:15,KDEN,39,11/5/2021 12:02,50,22,10,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,48,9
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 11:30,KDEN,24,11/5/2021 11:56,48,22,7,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,26,2
AAL1067.DEN.DFW.211104.1200.0224.TFM,11/5/2021 11:45,KDEN,9,11/5/2021 11:56,48,22,7,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,11,2
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 10:30,KDEN,87,11/6/2021 12:04,41,23,7,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,95,8
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 10:45,KDEN,72,11/6/2021 12:04,41,23,7,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,8
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 10:45,KDEN,72,11/6/2021 12:08,41,23,7,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,84,12
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 11:00,KDEN,57,11/6/2021 12:08,41,23,7,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,69,12
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 11:15,KDEN,42,11/6/2021 12:08,41,23,7,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,12
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 11:30,KDEN,27,11/6/2021 11:58,40,22,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,29,2
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 11:30,KDEN,27,11/6/2021 12:02,40,22,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,33,6
AAL1067.DEN.DFW.211105.1200.0330.TFM,11/6/2021 11:45,KDEN,12,11/6/2021 12:02,40,22,6,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,18,6
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 10:30,KDEN,144,11/7/2021 13:07,49,21,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,158,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 10:45,KDEN,129,11/7/2021 13:07,49,21,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,143,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 11:00,KDEN,114,11/7/2021 13:07,49,21,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,128,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 11:15,KDEN,99,11/7/2021 13:07,49,21,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,113,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 11:30,KDEN,84,11/7/2021 13:07,51,21,9,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,98,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 11:45,KDEN,69,11/7/2021 13:07,51,21,9,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,83,14
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 11:45,KDEN,69,11/7/2021 13:12,51,21,9,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,88,19
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 12:00,KDEN,54,11/7/2021 13:12,51,21,9,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,73,19
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 12:15,KDEN,39,11/7/2021 13:12,51,21,9,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,58,19
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 12:30,KDEN,24,11/7/2021 13:02,53,24,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,32,8
AAL1067.DEN.DFW.211106.1200.0120.TFM,11/7/2021 12:45,KDEN,9,11/7/2021 13:02,53,24,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,17,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 10:30,KDEN,148,11/8/2021 13:05,38,33,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,156,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 10:45,KDEN,133,11/8/2021 13:05,38,33,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,141,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 11:00,KDEN,118,11/8/2021 13:05,38,33,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,126,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 11:15,KDEN,103,11/8/2021 13:05,38,33,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,111,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 11:30,KDEN,88,11/8/2021 13:05,36,35,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,96,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 11:45,KDEN,73,11/8/2021 13:05,36,35,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,81,8
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 11:45,KDEN,73,11/8/2021 13:08,36,35,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,84,11
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 12:00,KDEN,58,11/8/2021 13:01,36,35,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,61,3
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 12:15,KDEN,43,11/8/2021 13:01,36,35,6,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,46,3
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 12:30,KDEN,28,11/8/2021 13:02,34,35,8,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,32,4
AAL1067.DEN.DFW.211107.1200.0050.TFM,11/8/2021 12:45,KDEN,13,11/8/2021 13:02,34,35,8,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,17,4
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 10:30,KDEN,144,11/9/2021 13:08,33,23,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,159,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 10:45,KDEN,129,11/9/2021 13:08,33,23,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,144,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 11:00,KDEN,114,11/9/2021 13:08,33,23,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,129,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 11:15,KDEN,99,11/9/2021 13:08,33,23,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,114,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 11:30,KDEN,84,11/9/2021 13:08,32,23,5,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,99,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 11:45,KDEN,69,11/9/2021 13:08,32,23,5,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,84,15
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 11:45,KDEN,69,11/9/2021 13:11,32,23,5,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,86,17
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 12:00,KDEN,54,11/9/2021 13:11,32,23,5,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,71,17
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 12:15,KDEN,39,11/9/2021 13:11,32,23,5,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,56,17
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 12:30,KDEN,24,11/9/2021 13:03,31,24,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,34,10
AAL1067.DEN.DFW.211108.1200.0222.TFM,11/9/2021 12:45,KDEN,9,11/9/2021 13:03,31,24,7,0,8,7,CL,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,19,10
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 10:30,KDEN,142,11/10/2021 13:00,41,23,8,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,151,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 10:45,KDEN,127,11/10/2021 13:00,41,23,8,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,136,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 11:00,KDEN,112,11/10/2021 13:00,41,23,8,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,121,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 11:15,KDEN,97,11/10/2021 13:00,41,23,8,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,106,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 11:30,KDEN,82,11/10/2021 13:00,43,23,7,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,91,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 11:45,KDEN,67,11/10/2021 13:00,43,23,7,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,76,9
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 11:45,KDEN,67,11/10/2021 13:04,43,23,7,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,80,13
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 12:00,KDEN,52,11/10/2021 13:04,43,23,7,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,65,13
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 12:15,KDEN,37,11/10/2021 13:04,43,23,7,0,8,7,OV,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,50,13
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 12:30,KDEN,22,11/10/2021 12:57,41,13,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,27,5
AAL1067.DEN.DFW.211109.1200.0225.TFM,11/10/2021 12:45,KDEN,7,11/10/2021 12:57,41,13,6,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,12,5
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 10:30,KDEN,160,11/11/2021 13:08,31,17,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,159,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 10:45,KDEN,145,11/11/2021 13:08,31,17,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,144,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:00,KDEN,130,11/11/2021 13:08,31,17,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,129,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:15,KDEN,115,11/11/2021 13:08,31,17,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,114,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:30,KDEN,100,11/11/2021 13:08,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,99,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:45,KDEN,85,11/11/2021 13:08,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,84,-1
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:45,KDEN,85,11/11/2021 13:09,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,85,0
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 11:45,KDEN,85,11/11/2021 13:13,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,88,3
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 12:00,KDEN,70,11/11/2021 13:13,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,73,3
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 12:15,KDEN,55,11/11/2021 13:13,28,16,7,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,58,3
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 12:30,KDEN,40,11/11/2021 13:04,26,18,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,35,-5
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 12:45,KDEN,25,11/11/2021 13:04,26,18,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,20,-5
AAL1067.DEN.DFW.211110.1200.0218.TFM,11/11/2021 13:00,KDEN,10,11/11/2021 13:04,26,18,12,0,8,7,FW,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,5,-5
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 11:30,KDEN,83,11/12/2021 12:39,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,69,-14
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 11:45,KDEN,68,11/12/2021 12:39,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,54,-14
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 11:45,KDEN,68,11/12/2021 12:41,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,57,-11
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 11:45,KDEN,68,11/12/2021 12:44,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,60,-8
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 12:00,KDEN,53,11/12/2021 12:44,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,45,-8
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 12:15,KDEN,38,11/12/2021 12:44,29,14,7,0,7,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,30,-8
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 12:30,KDEN,23,11/12/2021 12:34,26,16,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,4,-19
AAL1067.DEN.DFW.211111.1300.0106.TFM,11/12/2021 12:45,KDEN,8,11/12/2021 12:34,26,16,8,0,8,7,BK,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,-11,-19
AAL1067.DEN.DFW.211112.1300.0217.TFM,11/13/2021 11:30,KDEN,84,11/13/2021 13:06,47,22,8,0,8,7,SC,N,FALSE,JET,A321,AAL,SCHEDULED_AIR_TRANSPORT,96,12
